timestamp,engine_rpm,coolant_temp_c,oil_pressure_kpa,battery_voltage_v,exhaust_gas_temp_c,oil_particulate_ppm,exhaust_nox_ppm,vibration_rms_g,wave_height_m,heading_deg,wind_direction_deg,wind_speed_kn
2025-01-01T06:00:00+00:00,958.4,79.85,361.3,13.79,347.5,27.0,537.2,0.0468,0.22,352.8,127.8,5.3
2025-01-01T06:01:00+00:00,1024.1,79.98,354.8,13.78,358.8,29.5,537.2,0.0534,0.16,352.8,127.8,5.1
2025-01-01T06:02:00+00:00,879.3,79.77,366.8,13.67,354.7,25.9,538.9,0.0485,0.17,352.8,127.8,6.9
2025-01-01T06:03:00+00:00,1056.7,81.25,361.2,13.91,379.0,25.5,643.1,0.0629,0.20,352.8,127.8,4.7
2025-01-01T06:04:00+00:00,1128.4,78.62,355.9,13.76,357.2,28.7,546.0,0.0475,0.20,352.8,127.8,6.6
2025-01-01T06:05:00+00:00,881.2,80.52,352.9,13.84,331.5,27.0,498.7,0.0459,0.16,352.8,127.8,4.7
2025-01-01T06:06:00+00:00,1160.6,79.23,350.4,13.99,353.1,29.0,543.1,0.0489,0.29,352.8,127.8,6.0
2025-01-01T06:07:00+00:00,1024.7,78.68,349.9,13.90,357.9,23.8,501.9,0.0467,0.17,352.8,127.8,4.9
2025-01-01T06:08:00+00:00,1020.3,77.29,348.6,13.51,349.3,28.1,547.0,0.0539,0.21,352.8,127.8,5.8
2025-01-01T06:09:00+00:00,996.1,80.63,350.5,13.46,351.3,25.8,557.8,0.0557,0.26,352.8,127.8,6.1
2025-01-01T06:10:00+00:00,898.8,80.23,354.0,13.70,359.5,27.8,598.5,0.0481,0.28,352.8,127.8,6.0
2025-01-01T06:11:00+00:00,2193.6,81.11,354.8,13.58,381.8,29.9,637.3,0.0620,0.18,352.8,127.8,3.5
2025-01-01T06:12:00+00:00,1868.0,81.96,352.1,13.66,397.7,29.0,615.3,0.0528,0.31,352.8,127.8,4.1
2025-01-01T06:13:00+00:00,2021.0,80.97,356.2,13.59,376.8,23.3,619.2,0.0563,0.22,352.8,127.8,5.5
2025-01-01T06:14:00+00:00,2129.4,86.40,341.7,13.92,393.2,25.4,650.0,0.0552,0.28,352.8,127.8,4.6
2025-01-01T06:15:00+00:00,2069.8,79.72,360.5,13.74,384.3,29.6,641.5,0.0568,0.30,352.8,127.8,4.7
2025-01-01T06:16:00+00:00,2124.9,83.70,347.1,13.24,392.5,26.9,595.7,0.0575,0.27,352.8,127.8,6.7
2025-01-01T06:17:00+00:00,2048.8,82.83,350.0,13.82,384.8,27.3,604.8,0.0528,0.16,352.8,127.8,4.1
2025-01-01T06:18:00+00:00,2058.6,83.23,350.2,13.73,387.3,28.0,569.2,0.0528,0.21,352.8,127.8,6.4
2025-01-01T06:19:00+00:00,2013.3,80.55,337.2,13.71,375.0,25.9,614.6,0.0523,0.20,352.8,127.8,4.0
2025-01-01T06:20:00+00:00,1923.5,81.60,363.2,14.03,397.7,29.8,560.0,0.0550,0.17,352.8,127.8,5.4
2025-01-01T06:21:00+00:00,2108.4,83.92,354.2,13.63,370.4,27.8,603.6,0.0541,0.34,352.8,127.8,8.1
2025-01-01T06:22:00+00:00,2007.5,81.73,349.7,13.83,366.8,28.0,671.9,0.0571,0.28,352.8,127.8,5.5
2025-01-01T06:23:00+00:00,1855.2,82.65,351.4,13.70,350.6,24.8,600.6,0.0510,0.14,352.8,127.8,3.7
2025-01-01T06:24:00+00:00,2116.1,82.22,345.1,13.76,396.2,25.2,642.2,0.0602,0.21,352.8,127.8,6.0
2025-01-01T06:25:00+00:00,2023.8,83.66,350.9,13.81,387.5,25.7,611.6,0.0519,0.16,352.8,127.8,7.9
2025-01-01T06:26:00+00:00,2061.5,82.76,372.9,13.92,386.8,26.8,571.5,0.0588,0.28,352.8,127.8,5.4
2025-01-01T06:27:00+00:00,2196.4,80.10,343.1,13.64,383.9,27.7,580.4,0.0544,0.31,352.8,127.8,5.5
2025-01-01T06:28:00+00:00,2027.3,83.56,344.6,13.69,380.7,27.2,586.0,0.0523,0.19,352.8,127.8,5.7
2025-01-01T06:29:00+00:00,1973.8,84.47,345.6,13.87,385.7,25.0,561.3,0.0524,0.22,352.8,127.8,5.0
2025-01-01T06:30:00+00:00,2081.6,81.82,351.6,13.87,389.4,26.2,598.3,0.0568,0.20,352.8,127.8,2.7
2025-01-01T06:31:00+00:00,1966.3,84.19,363.3,13.91,392.6,29.5,566.5,0.0543,0.28,352.8,127.8,4.5
2025-01-01T06:32:00+00:00,2028.3,81.17,351.6,13.95,375.1,25.8,619.7,0.0538,0.33,352.8,127.8,5.0
2025-01-01T06:33:00+00:00,1916.9,84.67,357.5,13.80,376.2,28.0,612.4,0.0564,0.21,352.8,127.8,5.4
2025-01-01T06:34:00+00:00,2155.5,82.80,350.8,13.71,383.7,27.6,628.6,0.0590,0.12,352.8,127.8,5.5
2025-01-01T06:35:00+00:00,1748.6,82.59,349.1,13.73,376.7,25.3,543.0,0.0520,0.30,352.8,127.8,6.2
2025-01-01T06:36:00+00:00,2038.6,82.93,363.0,13.68,370.2,25.9,599.9,0.0636,0.31,352.8,127.8,5.9
2025-01-01T06:37:00+00:00,1996.5,83.08,354.1,13.91,371.9,28.9,632.1,0.0522,0.21,352.8,127.8,6.1
2025-01-01T06:38:00+00:00,2056.5,83.44,372.9,14.02,392.7,25.4,617.0,0.0589,0.24,352.8,127.8,4.4
2025-01-01T06:39:00+00:00,2008.0,79.38,365.0,13.87,390.5,26.4,555.2,0.0526,0.15,352.8,127.8,4.7
2025-01-01T06:40:00+00:00,1930.2,81.68,343.9,13.65,379.6,28.6,548.0,0.0523,0.23,352.8,127.8,5.7
2025-01-01T06:41:00+00:00,1995.4,82.72,341.8,13.52,379.0,28.9,607.8,0.0522,0.20,352.8,127.8,7.5
2025-01-01T06:42:00+00:00,1863.6,81.91,359.3,13.99,368.5,27.4,565.2,0.0523,0.28,352.8,127.8,5.7
2025-01-01T06:43:00+00:00,2060.5,83.68,339.9,13.86,382.2,29.0,581.5,0.0530,0.24,352.8,127.8,5.9
2025-01-01T06:44:00+00:00,2059.2,83.01,324.3,13.66,369.7,27.7,651.9,0.0626,0.17,352.8,127.8,6.5
2025-01-01T06:45:00+00:00,2078.6,83.17,359.2,13.51,391.8,28.1,615.9,0.0687,0.17,352.8,127.8,4.6
2025-01-01T06:46:00+00:00,2076.4,80.72,352.5,13.97,380.7,28.1,592.9,0.0614,0.26,352.8,127.8,5.0
2025-01-01T06:47:00+00:00,2048.1,81.98,364.2,13.81,400.0,28.1,544.9,0.0567,0.27,352.8,127.8,4.2
2025-01-01T06:48:00+00:00,1898.0,81.68,352.4,13.73,361.1,25.2,626.5,0.0604,0.21,352.8,127.8,5.6
2025-01-01T06:49:00+00:00,2054.7,79.45,349.0,13.52,379.2,24.5,583.5,0.0532,0.28,352.8,127.8,4.2
2025-01-01T06:50:00+00:00,2064.5,86.82,353.1,13.51,384.7,30.6,610.3,0.0588,0.17,352.8,127.8,5.6
2025-01-01T06:51:00+00:00,2158.2,82.30,346.5,13.82,391.0,24.8,598.8,0.0538,0.28,352.8,127.8,5.8
2025-01-01T06:52:00+00:00,2023.4,81.66,339.6,13.68,385.0,26.9,537.7,0.0577,0.27,352.8,127.8,5.5
2025-01-01T06:53:00+00:00,1931.7,81.32,340.5,13.92,389.9,26.1,642.6,0.0572,0.29,352.8,127.8,4.9
2025-01-01T06:54:00+00:00,2072.0,82.42,365.4,13.85,388.9,24.7,599.9,0.0529,0.22,352.8,127.8,5.8
2025-01-01T06:55:00+00:00,1971.2,79.91,355.0,13.91,378.0,27.4,603.8,0.0530,0.29,352.8,127.8,6.2
2025-01-01T06:56:00+00:00,2009.5,82.60,346.6,14.00,383.5,27.3,578.1,0.0529,0.26,352.8,127.8,6.6
2025-01-01T06:57:00+00:00,2096.5,81.04,347.5,13.72,367.0,27.0,601.4,0.0531,0.23,352.8,127.8,5.8
2025-01-01T06:58:00+00:00,1961.4,82.32,352.0,13.90,373.0,24.6,620.7,0.0523,0.23,352.8,127.8,2.7
2025-01-01T06:59:00+00:00,1925.1,81.70,348.2,13.55,389.8,26.8,590.5,0.0589,0.25,352.8,127.8,6.7
2025-01-01T07:00:00+00:00,1959.6,82.52,349.8,13.95,405.5,26.4,612.3,0.0534,0.22,352.8,127.8,3.1
2025-01-01T07:01:00+00:00,2006.3,84.98,353.8,13.85,353.2,26.7,570.5,0.0560,0.29,352.8,127.8,4.7
2025-01-01T07:02:00+00:00,2142.3,79.45,345.2,13.72,392.3,26.0,631.7,0.0533,0.23,352.8,127.8,6.0
2025-01-01T07:03:00+00:00,2287.8,82.43,341.7,13.67,392.0,28.9,589.7,0.0568,0.28,352.8,127.8,6.7
2025-01-01T07:04:00+00:00,1892.6,84.71,351.1,13.79,374.6,27.3,573.9,0.0518,0.20,352.8,127.8,4.8
2025-01-01T07:05:00+00:00,1944.4,83.75,352.8,14.01,367.6,28.6,607.6,0.0555,0.20,352.8,127.8,6.3
2025-01-01T07:06:00+00:00,2119.5,81.04,342.5,13.86,388.7,25.8,572.5,0.0617,0.33,352.8,127.8,5.8
2025-01-01T07:07:00+00:00,2452.2,82.08,345.8,13.66,418.8,27.4,612.5,0.0557,0.30,352.8,127.8,6.7
2025-01-01T07:08:00+00:00,2011.6,84.21,346.4,14.01,391.9,24.7,581.7,0.0522,0.18,352.8,127.8,4.3
