timestamp,engine_rpm,coolant_temp_c,oil_pressure_kpa,battery_voltage_v,exhaust_gas_temp_c,oil_particulate_ppm,exhaust_nox_ppm,vibration_rms_g,wave_height_m,heading_deg,wind_direction_deg,wind_speed_kn
2025-02-01T06:00:00+00:00,903.7,76.80,356.4,13.76,338.3,18.0,551.5,0.0538,0.95,314.2,44.2,11.9
2025-02-01T06:01:00+00:00,1020.6,79.51,360.0,13.91,344.8,17.6,602.9,0.0568,1.05,314.2,44.2,12.8
2025-02-01T06:02:00+00:00,819.6,80.70,372.6,13.74,335.1,18.7,579.8,0.0585,0.94,314.2,44.2,12.8
2025-02-01T06:03:00+00:00,952.8,80.32,367.5,13.80,336.2,17.0,553.7,0.0567,1.09,314.2,44.2,13.7
2025-02-01T06:04:00+00:00,867.3,77.21,350.5,13.79,347.5,18.7,526.4,0.0626,1.04,314.2,44.2,13.2
2025-02-01T06:05:00+00:00,989.2,79.04,364.2,13.94,348.4,19.2,563.3,0.0539,0.89,314.2,44.2,12.5
2025-02-01T06:06:00+00:00,920.0,77.26,347.3,13.50,356.3,19.0,600.4,0.0646,1.05,314.2,44.2,12.9
2025-02-01T06:07:00+00:00,985.8,80.51,362.4,13.83,360.2,17.5,495.4,0.0547,1.00,314.2,44.2,11.9
2025-02-01T06:08:00+00:00,987.5,79.23,372.6,13.99,352.8,17.5,582.9,0.0547,1.00,314.2,44.2,13.8
2025-02-01T06:09:00+00:00,908.0,79.34,356.2,14.11,352.1,16.6,561.0,0.0632,1.06,314.2,44.2,13.2
2025-02-01T06:10:00+00:00,937.2,78.83,354.3,13.73,350.2,18.1,593.4,0.0559,1.13,314.2,44.2,13.1
2025-02-01T06:11:00+00:00,897.4,77.93,342.1,13.85,343.3,18.8,452.7,0.0553,1.09,314.2,44.2,13.7
2025-02-01T06:12:00+00:00,1020.7,76.64,353.4,13.83,361.2,18.5,530.2,0.0710,1.03,314.2,44.2,15.1
2025-02-01T06:13:00+00:00,974.2,77.43,351.3,13.82,332.1,19.3,599.1,0.0600,1.11,314.2,44.2,13.9
2025-02-01T06:14:00+00:00,1061.3,76.76,356.3,13.66,362.9,15.4,593.6,0.0555,1.05,314.2,44.2,13.8
2025-02-01T06:15:00+00:00,1960.8,81.31,351.0,13.81,377.4,20.4,582.0,0.0672,0.97,314.2,44.2,14.4
2025-02-01T06:16:00+00:00,1956.7,82.23,356.2,13.94,413.1,18.7,620.5,0.0605,1.05,314.2,44.2,12.6
2025-02-01T06:17:00+00:00,1954.7,82.29,346.4,13.93,369.3,20.1,679.7,0.0598,0.99,314.2,44.2,13.9
2025-02-01T06:18:00+00:00,1984.8,83.51,349.3,13.97,345.1,20.8,603.7,0.0604,1.04,314.2,44.2,13.4
2025-02-01T06:19:00+00:00,2291.9,85.87,351.4,13.82,402.0,20.9,619.1,0.0618,0.99,314.2,44.2,12.7
2025-02-01T06:20:00+00:00,2095.7,80.05,347.3,13.68,377.6,18.1,604.6,0.0611,1.04,314.2,44.2,12.6
2025-02-01T06:21:00+00:00,1840.7,83.38,342.3,13.94,371.7,22.6,587.1,0.0598,1.03,314.2,44.2,13.7
2025-02-01T06:22:00+00:00,2271.6,82.94,360.1,13.81,382.7,18.6,634.7,0.0638,0.97,314.2,44.2,12.5
2025-02-01T06:23:00+00:00,1922.3,82.09,353.8,13.73,365.3,19.8,633.1,0.0702,1.04,314.2,44.2,12.5
2025-02-01T06:24:00+00:00,1953.8,79.71,342.8,13.81,378.3,17.6,580.8,0.0609,1.08,314.2,44.2,12.0
2025-02-01T06:25:00+00:00,1974.5,80.76,347.2,13.71,385.3,19.0,583.1,0.0604,1.03,314.2,44.2,12.0
2025-02-01T06:26:00+00:00,1953.9,81.85,349.5,14.03,391.6,17.6,605.7,0.0628,1.07,314.2,44.2,12.9
2025-02-01T06:27:00+00:00,2000.5,80.15,343.1,13.73,382.8,16.4,613.6,0.0623,1.03,314.2,44.2,12.7
2025-02-01T06:28:00+00:00,2010.9,82.60,350.5,13.92,372.7,20.5,603.3,0.0706,1.03,314.2,44.2,14.2
2025-02-01T06:29:00+00:00,1911.2,81.48,348.7,13.77,379.4,18.3,595.9,0.0591,0.93,314.2,44.2,14.0
2025-02-01T06:30:00+00:00,2038.4,81.87,349.7,13.76,374.9,20.6,574.6,0.0710,1.08,314.2,44.2,12.3
2025-02-01T06:31:00+00:00,2070.2,82.55,347.2,13.52,378.1,20.2,641.4,0.0725,1.08,314.2,44.2,12.1
2025-02-01T06:32:00+00:00,1926.0,83.63,337.1,13.79,381.1,16.0,543.7,0.0611,1.13,314.2,44.2,13.5
2025-02-01T06:33:00+00:00,2059.4,81.97,347.6,13.60,383.9,18.2,589.7,0.0611,1.07,314.2,44.2,13.1
2025-02-01T06:34:00+00:00,2091.0,84.16,349.9,13.74,397.3,21.1,597.1,0.0628,1.08,314.2,44.2,12.8
2025-02-01T06:35:00+00:00,1995.1,82.00,353.5,13.57,383.4,16.4,567.3,0.0609,1.07,314.2,44.2,13.2
2025-02-01T06:36:00+00:00,2017.0,82.04,342.7,14.16,371.9,19.4,593.0,0.0606,1.02,314.2,44.2,12.5
2025-02-01T06:37:00+00:00,1917.5,84.03,340.6,13.54,394.1,18.8,664.9,0.0629,1.06,314.2,44.2,13.0
2025-02-01T06:38:00+00:00,1941.9,83.14,352.3,13.76,402.9,17.8,572.1,0.0612,1.06,314.2,44.2,12.6
2025-02-01T06:39:00+00:00,2158.7,82.11,347.5,13.68,372.7,17.0,601.1,0.0637,1.03,314.2,44.2,11.3
2025-02-01T06:40:00+00:00,1853.8,81.46,348.0,13.92,369.9,19.8,575.2,0.0598,1.03,314.2,44.2,13.2
2025-02-01T06:41:00+00:00,1876.6,81.34,351.3,13.83,403.8,21.7,586.6,0.0606,1.05,314.2,44.2,13.0
2025-02-01T06:42:00+00:00,2080.7,81.17,344.7,13.84,372.5,18.6,622.1,0.0660,1.07,314.2,44.2,13.1
2025-02-01T06:43:00+00:00,2178.4,82.88,340.6,13.89,375.2,23.2,639.7,0.0615,1.03,314.2,44.2,15.3
2025-02-01T06:44:00+00:00,1921.6,78.95,341.4,13.52,366.1,19.5,627.7,0.0636,1.08,314.2,44.2,14.1
2025-02-01T06:45:00+00:00,1892.5,81.33,353.3,13.69,372.0,18.6,626.4,0.0599,1.02,314.2,44.2,12.9
2025-02-01T06:46:00+00:00,2003.1,80.91,360.7,13.71,384.8,17.8,633.5,0.0605,1.04,314.2,44.2,13.7
2025-02-01T06:47:00+00:00,1720.2,80.41,347.6,13.65,387.0,19.9,550.4,0.0591,1.03,314.2,44.2,12.7
2025-02-01T06:48:00+00:00,1945.3,81.35,343.5,13.87,369.2,19.1,602.6,0.0641,0.96,314.2,44.2,14.1
2025-02-01T06:49:00+00:00,2158.0,80.49,340.0,13.86,415.9,19.2,605.8,0.0682,1.06,314.2,44.2,12.9
2025-02-01T06:50:00+00:00,2062.1,85.19,353.7,13.52,391.3,21.5,615.9,0.0646,1.06,314.2,44.2,13.3
2025-02-01T06:51:00+00:00,2100.5,83.27,347.7,13.69,354.9,20.4,648.2,0.0612,1.05,314.2,44.2,14.1
2025-02-01T06:52:00+00:00,1952.2,80.61,343.0,13.87,371.7,19.4,640.2,0.0601,1.01,314.2,44.2,15.0
2025-02-01T06:53:00+00:00,1814.5,82.52,357.0,13.78,380.5,20.5,612.6,0.0594,1.00,314.2,44.2,13.2
2025-02-01T06:54:00+00:00,2013.2,80.80,360.0,13.67,374.3,20.2,558.2,0.0668,1.02,314.2,44.2,12.9
