timestamp,engine_rpm,coolant_temp_c,oil_pressure_kpa,battery_voltage_v,exhaust_gas_temp_c,oil_particulate_ppm,exhaust_nox_ppm,vibration_rms_g,wave_height_m,heading_deg,wind_direction_deg,wind_speed_kn
2025-03-01T06:00:00+00:00,934.6,78.36,357.9,14.02,367.7,22.2,545.3,0.0519,0.73,207.2,27.2,6.4
2025-03-01T06:01:00+00:00,1026.9,77.87,352.7,14.16,348.2,26.8,591.9,0.0543,0.71,207.2,27.2,6.4
2025-03-01T06:02:00+00:00,1050.9,78.99,355.7,13.54,348.7,24.0,565.0,0.0569,0.65,207.2,27.2,6.9
2025-03-01T06:03:00+00:00,1030.7,77.43,370.6,13.91,363.4,22.9,535.6,0.0518,0.67,207.2,27.2,8.0
2025-03-01T06:04:00+00:00,1008.6,78.26,350.7,14.01,346.0,20.8,566.3,0.0517,0.68,207.2,27.2,6.4
2025-03-01T06:05:00+00:00,992.1,78.35,341.0,14.12,357.2,23.8,536.3,0.0512,0.64,207.2,27.2,5.9
2025-03-01T06:06:00+00:00,931.2,80.89,363.7,13.54,348.6,24.5,583.3,0.0518,0.71,207.2,27.2,9.1
2025-03-01T06:07:00+00:00,943.9,76.31,360.9,13.55,352.3,23.2,543.5,0.0510,0.66,207.2,27.2,7.2
2025-03-01T06:08:00+00:00,902.5,79.19,360.0,13.67,370.2,23.4,576.1,0.0534,0.67,207.2,27.2,7.5
2025-03-01T06:09:00+00:00,854.1,75.63,371.9,13.92,337.3,23.8,579.2,0.0555,0.62,207.2,27.2,8.9
2025-03-01T06:10:00+00:00,903.8,77.10,354.4,13.58,345.6,25.2,566.8,0.0514,0.70,207.2,27.2,7.6
2025-03-01T06:11:00+00:00,2150.8,82.33,340.3,13.80,381.4,23.9,583.8,0.0593,0.71,207.2,27.2,9.3
2025-03-01T06:12:00+00:00,2021.6,80.33,360.8,13.78,399.7,22.4,590.8,0.0566,0.61,207.2,27.2,7.5
2025-03-01T06:13:00+00:00,2184.8,82.55,334.6,13.66,370.7,25.1,610.1,0.0605,0.75,207.2,27.2,8.6
2025-03-01T06:14:00+00:00,1886.4,80.66,358.1,13.87,409.6,22.5,564.1,0.0590,0.67,207.2,27.2,7.7
2025-03-01T06:15:00+00:00,2062.2,82.98,362.7,13.91,375.4,23.2,611.1,0.0633,0.69,207.2,27.2,9.4
2025-03-01T06:16:00+00:00,1968.2,82.30,350.3,13.97,394.8,22.7,656.7,0.0621,0.69,207.2,27.2,8.5
2025-03-01T06:17:00+00:00,1799.8,81.42,354.9,14.07,357.6,24.1,600.0,0.0622,0.78,207.2,27.2,7.3
2025-03-01T06:18:00+00:00,1994.8,83.65,351.7,13.77,363.3,23.6,616.9,0.0575,0.64,207.2,27.2,6.8
2025-03-01T06:19:00+00:00,1902.9,81.70,337.4,13.96,406.8,22.5,644.6,0.0578,0.68,207.2,27.2,8.3
2025-03-01T06:20:00+00:00,2154.6,82.80,352.3,13.66,393.3,20.8,657.2,0.0580,0.69,207.2,27.2,8.5
2025-03-01T06:21:00+00:00,1854.6,83.62,353.5,13.80,374.6,22.6,556.4,0.0570,0.75,207.2,27.2,6.8
2025-03-01T06:22:00+00:00,1920.0,82.42,346.3,13.82,370.2,21.3,585.4,0.0640,0.74,207.2,27.2,7.3
2025-03-01T06:23:00+00:00,1949.2,84.64,355.0,13.75,374.0,22.0,610.7,0.0558,0.60,207.2,27.2,8.2
2025-03-01T06:24:00+00:00,1793.1,77.79,354.9,13.85,390.4,20.4,555.0,0.0577,0.77,207.2,27.2,9.5
2025-03-01T06:25:00+00:00,2095.7,83.80,346.9,13.57,402.7,21.9,591.9,0.0649,0.69,207.2,27.2,7.5
2025-03-01T06:26:00+00:00,2014.0,84.00,346.8,13.74,393.9,22.2,624.2,0.0676,0.63,207.2,27.2,7.4
2025-03-01T06:27:00+00:00,2055.3,83.86,352.4,13.83,378.4,26.2,605.9,0.0582,0.61,207.2,27.2,9.3
2025-03-01T06:28:00+00:00,1813.2,82.05,335.6,13.58,382.1,19.6,574.3,0.0631,0.64,207.2,27.2,8.9
2025-03-01T06:29:00+00:00,2220.1,82.70,346.0,13.74,382.6,25.4,585.8,0.0577,0.64,207.2,27.2,7.9
2025-03-01T06:30:00+00:00,2155.1,81.31,340.4,14.02,393.0,21.6,638.0,0.0576,0.67,207.2,27.2,6.9
2025-03-01T06:31:00+00:00,1906.7,82.48,353.4,13.84,352.9,24.5,546.6,0.0574,0.78,207.2,27.2,9.7
2025-03-01T06:32:00+00:00,1894.3,81.70,352.0,13.75,387.5,22.1,610.2,0.0598,0.77,207.2,27.2,7.2
2025-03-01T06:33:00+00:00,2010.7,81.42,346.0,13.75,375.2,23.9,579.3,0.0570,0.68,207.2,27.2,7.5
2025-03-01T06:34:00+00:00,1975.9,83.52,358.7,13.59,382.7,22.0,603.4,0.0570,0.69,207.2,27.2,8.1
2025-03-01T06:35:00+00:00,2127.3,84.63,349.6,13.93,376.7,22.0,566.6,0.0650,0.74,207.2,27.2,8.5
2025-03-01T06:36:00+00:00,1927.8,83.57,352.8,13.99,379.0,24.4,544.4,0.0576,0.77,207.2,27.2,7.5
2025-03-01T06:37:00+00:00,2031.0,81.89,366.0,13.61,385.7,20.1,627.7,0.0565,0.62,207.2,27.2,6.4
2025-03-01T06:38:00+00:00,2071.0,84.00,358.2,13.66,403.3,24.6,564.0,0.0614,0.69,207.2,27.2,5.4
2025-03-01T06:39:00+00:00,1914.7,78.67,353.9,13.96,372.2,22.3,587.0,0.0563,0.66,207.2,27.2,8.4
2025-03-01T06:40:00+00:00,2085.7,81.48,363.8,13.94,359.0,22.3,601.5,0.0631,0.67,207.2,27.2,8.7
2025-03-01T06:41:00+00:00,2058.8,82.37,356.1,13.74,377.2,21.1,601.3,0.0576,0.72,207.2,27.2,8.3
2025-03-01T06:42:00+00:00,2031.2,82.03,345.6,13.66,383.3,23.3,618.8,0.0614,0.69,207.2,27.2,9.9
2025-03-01T06:43:00+00:00,2225.5,82.10,343.7,13.53,381.5,24.8,567.6,0.0583,0.69,207.2,27.2,7.5
2025-03-01T06:44:00+00:00,2253.8,83.87,340.6,13.80,413.0,24.5,613.9,0.0590,0.73,207.2,27.2,8.6
2025-03-01T06:45:00+00:00,1898.3,81.41,340.4,13.55,372.9,22.5,583.5,0.0592,0.67,207.2,27.2,6.4
2025-03-01T06:46:00+00:00,2006.3,79.61,341.0,13.84,379.2,23.1,557.6,0.0563,0.62,207.2,27.2,8.8
2025-03-01T06:47:00+00:00,1980.6,80.33,339.7,13.87,380.0,22.4,655.2,0.0581,0.68,207.2,27.2,6.5
2025-03-01T06:48:00+00:00,2062.6,82.64,327.4,14.08,378.6,22.8,653.9,0.0640,0.72,207.2,27.2,8.3
2025-03-01T06:49:00+00:00,2097.8,78.79,356.5,13.62,380.8,23.0,670.3,0.0587,0.80,207.2,27.2,8.5
2025-03-01T06:50:00+00:00,1924.6,82.86,345.8,14.00,381.2,20.0,648.3,0.0565,0.68,207.2,27.2,6.3
