timestamp,engine_rpm,coolant_temp_c,oil_pressure_kpa,battery_voltage_v,exhaust_gas_temp_c,oil_particulate_ppm,exhaust_nox_ppm,vibration_rms_g,wave_height_m,heading_deg,wind_direction_deg,wind_speed_kn
2025-06-01T06:00:00+00:00,974.9,80.62,348.4,13.70,355.7,19.1,582.3,0.0569,1.23,303.7,168.7,15.9
2025-06-01T06:01:00+00:00,935.9,77.34,360.7,13.76,350.6,20.2,515.6,0.0591,1.20,303.7,168.7,15.1
2025-06-01T06:02:00+00:00,949.6,80.44,360.6,13.71,338.9,19.3,531.1,0.0560,1.15,303.7,168.7,16.9
2025-06-01T06:03:00+00:00,854.0,78.56,359.5,13.70,364.5,19.2,587.8,0.0559,1.18,303.7,168.7,18.0
2025-06-01T06:04:00+00:00,1054.4,80.54,349.6,13.91,341.7,16.6,590.9,0.0678,1.21,303.7,168.7,17.3
2025-06-01T06:05:00+00:00,946.5,78.56,353.5,13.63,351.9,16.5,543.4,0.0572,1.26,303.7,168.7,17.0
2025-06-01T06:06:00+00:00,996.2,79.20,360.3,13.63,352.0,16.3,537.3,0.0564,1.16,303.7,168.7,17.4
2025-06-01T06:07:00+00:00,970.0,79.30,357.3,13.73,368.5,16.6,541.8,0.0567,1.20,303.7,168.7,17.6
2025-06-01T06:08:00+00:00,1137.3,79.69,356.8,13.92,358.9,23.4,565.1,0.0594,1.23,303.7,168.7,16.3
2025-06-01T06:09:00+00:00,1043.9,76.98,362.8,13.58,348.1,20.0,556.3,0.0572,1.21,303.7,168.7,14.6
2025-06-01T06:10:00+00:00,874.3,76.70,354.8,13.92,334.2,17.7,533.7,0.0564,1.12,303.7,168.7,15.4
2025-06-01T06:11:00+00:00,919.6,77.56,367.5,13.77,349.1,20.9,549.6,0.0641,1.17,303.7,168.7,17.2
2025-06-01T06:12:00+00:00,818.8,75.36,359.8,13.81,347.8,18.9,542.0,0.0557,1.19,303.7,168.7,15.3
2025-06-01T06:13:00+00:00,964.3,78.84,356.3,13.90,340.0,19.1,575.6,0.0678,1.25,303.7,168.7,18.3
2025-06-01T06:14:00+00:00,2099.0,81.02,336.9,13.78,382.0,19.5,647.0,0.0691,1.27,303.7,168.7,16.3
2025-06-01T06:15:00+00:00,2019.2,82.72,347.9,13.82,381.1,16.1,550.3,0.0645,1.31,303.7,168.7,17.1
2025-06-01T06:16:00+00:00,2211.2,84.07,342.1,13.66,385.2,21.0,660.3,0.0649,1.21,303.7,168.7,15.2
2025-06-01T06:17:00+00:00,2017.3,83.74,355.6,13.98,380.7,19.2,599.0,0.0651,1.20,303.7,168.7,15.9
2025-06-01T06:18:00+00:00,2033.0,84.08,354.6,13.68,365.2,21.2,616.1,0.0624,1.20,303.7,168.7,15.6
2025-06-01T06:19:00+00:00,1969.1,81.61,359.1,13.88,393.2,18.5,587.4,0.0614,1.13,303.7,168.7,16.0
2025-06-01T06:20:00+00:00,2031.4,83.66,332.7,13.96,396.7,17.4,610.2,0.0621,1.18,303.7,168.7,15.9
2025-06-01T06:21:00+00:00,1964.4,82.45,344.7,13.79,374.0,19.8,565.0,0.0621,1.20,303.7,168.7,16.8
2025-06-01T06:22:00+00:00,1919.0,80.04,344.2,13.98,370.5,19.7,616.4,0.0641,1.21,303.7,168.7,16.5
2025-06-01T06:23:00+00:00,2064.3,82.87,347.5,13.76,364.3,20.1,623.4,0.0636,1.21,303.7,168.7,17.7
2025-06-01T06:24:00+00:00,2006.1,83.55,337.1,13.90,376.3,18.8,571.2,0.0705,1.27,303.7,168.7,17.9
2025-06-01T06:25:00+00:00,1889.1,81.65,361.4,13.76,359.8,16.4,652.0,0.0644,1.19,303.7,168.7,16.5
