timestamp,engine_rpm,coolant_temp_c,oil_pressure_kpa,battery_voltage_v,exhaust_gas_temp_c,oil_particulate_ppm,exhaust_nox_ppm,vibration_rms_g,wave_height_m,heading_deg,wind_direction_deg,wind_speed_kn
2025-09-01T06:00:00+00:00,933.4,85.39,361.8,13.76,353.5,15.9,528.2,0.0577,0.77,123.4,303.4,11.5
2025-09-01T06:01:00+00:00,1041.1,85.64,363.3,13.94,381.6,15.1,607.4,0.0565,0.85,123.4,303.4,10.9
2025-09-01T06:02:00+00:00,950.8,85.94,356.2,14.07,374.2,17.1,560.4,0.0526,0.80,123.4,303.4,11.8
2025-09-01T06:03:00+00:00,1074.0,83.32,360.9,13.70,346.8,15.0,544.1,0.0537,0.84,123.4,303.4,10.8
2025-09-01T06:04:00+00:00,1041.0,85.04,358.2,13.70,373.5,14.8,578.1,0.0535,0.85,123.4,303.4,11.0
2025-09-01T06:05:00+00:00,1081.8,87.01,370.3,14.00,366.3,16.5,555.9,0.0535,0.81,123.4,303.4,9.8
2025-09-01T06:06:00+00:00,840.3,86.87,359.5,13.94,365.1,13.9,569.7,0.0546,0.72,123.4,303.4,10.3
2025-09-01T06:07:00+00:00,964.9,85.51,336.1,13.86,363.9,14.8,570.8,0.0534,0.82,123.4,303.4,10.6
2025-09-01T06:08:00+00:00,1065.0,84.93,357.9,13.67,360.1,15.1,604.1,0.0535,0.82,123.4,303.4,13.2
2025-09-01T06:09:00+00:00,1205.6,85.72,361.9,13.74,380.9,16.0,561.2,0.0561,0.73,123.4,303.4,9.9
2025-09-01T06:10:00+00:00,1005.6,85.35,359.1,13.66,352.1,13.9,497.0,0.0537,0.72,123.4,303.4,11.7
2025-09-01T06:11:00+00:00,936.1,86.78,350.0,13.60,336.8,17.1,502.5,0.0519,0.74,123.4,303.4,12.1
2025-09-01T06:12:00+00:00,979.1,86.01,353.1,13.96,354.7,14.5,532.6,0.0548,0.80,123.4,303.4,12.2
