timestamp,engine_rpm,coolant_temp_c,oil_pressure_kpa,battery_voltage_v,exhaust_gas_temp_c,oil_particulate_ppm,exhaust_nox_ppm,vibration_rms_g,wave_height_m,heading_deg,wind_direction_deg,wind_speed_kn
2025-10-01T06:00:00+00:00,976.7,88.48,351.5,13.67,349.5,20.6,597.4,0.0534,0.87,289.1,199.1,12.0
2025-10-01T06:01:00+00:00,919.6,89.85,369.4,13.79,367.6,18.5,507.8,0.0538,0.93,289.1,199.1,12.9
2025-10-01T06:02:00+00:00,936.6,91.94,359.6,13.88,374.2,19.9,577.7,0.0577,0.90,289.1,199.1,12.5
2025-10-01T06:03:00+00:00,826.5,88.21,363.3,13.71,375.9,18.1,509.2,0.0541,1.00,289.1,199.1,11.6
2025-10-01T06:04:00+00:00,915.3,89.68,352.5,13.40,357.4,21.7,564.7,0.0527,0.82,289.1,199.1,12.5
2025-10-01T06:05:00+00:00,986.3,88.01,353.7,13.61,386.1,19.3,565.3,0.0563,0.88,289.1,199.1,12.5
2025-10-01T06:06:00+00:00,978.1,90.74,351.5,13.93,374.0,17.7,566.8,0.0535,0.86,289.1,199.1,13.5
2025-10-01T06:07:00+00:00,987.2,88.49,356.8,13.86,374.6,17.6,591.3,0.0536,0.84,289.1,199.1,11.4
2025-10-01T06:08:00+00:00,978.9,89.92,343.0,13.73,363.6,19.9,598.3,0.0533,0.86,289.1,199.1,11.4
2025-10-01T06:09:00+00:00,948.0,88.51,353.6,13.69,361.7,18.2,567.7,0.0545,0.89,289.1,199.1,11.8
2025-10-01T06:10:00+00:00,895.0,88.52,342.5,13.83,376.9,20.9,565.1,0.0532,0.89,289.1,199.1,12.9
2025-10-01T06:11:00+00:00,1018.2,89.84,363.3,13.63,366.5,19.2,536.8,0.0543,0.93,289.1,199.1,11.8
2025-10-01T06:12:00+00:00,951.2,87.05,353.4,13.80,392.3,19.3,610.5,0.0580,0.93,289.1,199.1,10.9
2025-10-01T06:13:00+00:00,2225.3,90.90,349.1,13.72,399.3,16.9,595.3,0.0642,0.91,289.1,199.1,11.9
2025-10-01T06:14:00+00:00,2177.3,93.65,357.1,13.70,417.3,18.4,635.0,0.0657,0.86,289.1,199.1,12.2
2025-10-01T06:15:00+00:00,1962.6,92.78,358.7,14.21,411.6,20.4,621.7,0.0590,0.89,289.1,199.1,13.4
2025-10-01T06:16:00+00:00,1986.6,92.50,355.6,13.95,426.8,20.3,606.1,0.0588,0.86,289.1,199.1,12.0
2025-10-01T06:17:00+00:00,2053.6,90.85,355.1,13.69,406.6,22.5,591.2,0.0593,0.89,289.1,199.1,12.4
2025-10-01T06:18:00+00:00,2079.2,93.46,342.9,13.67,394.0,20.0,584.7,0.0598,0.92,289.1,199.1,12.9
2025-10-01T06:19:00+00:00,1954.2,92.87,341.9,13.73,404.9,20.5,557.7,0.0593,0.94,289.1,199.1,12.2
2025-10-01T06:20:00+00:00,1875.9,94.29,347.6,13.92,424.2,15.8,546.4,0.0594,0.91,289.1,199.1,12.4
2025-10-01T06:21:00+00:00,1949.2,91.68,349.1,13.76,411.4,18.3,535.1,0.0588,0.89,289.1,199.1,13.7
2025-10-01T06:22:00+00:00,2142.3,90.04,345.3,13.86,393.8,20.1,613.1,0.0625,0.91,289.1,199.1,12.2
2025-10-01T06:23:00+00:00,1988.3,90.12,353.1,13.47,405.6,18.1,591.3,0.0602,0.97,289.1,199.1,12.8
2025-10-01T06:24:00+00:00,2238.3,93.36,356.5,13.86,431.1,16.7,592.7,0.0608,0.87,289.1,199.1,13.1
2025-10-01T06:25:00+00:00,2226.1,96.53,347.4,13.81,414.5,18.3,589.2,0.0654,0.85,289.1,199.1,9.9
2025-10-01T06:26:00+00:00,1982.3,95.05,345.5,13.84,412.0,18.8,608.0,0.0586,0.86,289.1,199.1,12.0
2025-10-01T06:27:00+00:00,2061.6,94.69,349.3,14.06,418.8,18.8,562.8,0.0598,0.93,289.1,199.1,10.1
2025-10-01T06:28:00+00:00,1894.7,92.77,341.6,13.93,404.8,19.0,544.6,0.0585,0.89,289.1,199.1,12.4
2025-10-01T06:29:00+00:00,1924.7,93.77,360.1,13.87,391.8,18.9,593.2,0.0591,0.90,289.1,199.1,11.1
2025-10-01T06:30:00+00:00,2089.2,91.89,349.9,13.65,438.3,21.4,572.6,0.0628,0.88,289.1,199.1,13.2
2025-10-01T06:31:00+00:00,2148.6,94.99,348.1,13.94,409.4,16.7,677.6,0.0614,0.93,289.1,199.1,13.1
2025-10-01T06:32:00+00:00,1844.7,95.94,348.6,13.83,384.1,22.0,580.5,0.0625,0.92,289.1,199.1,12.2
2025-10-01T06:33:00+00:00,1973.4,94.34,367.9,13.88,411.5,18.4,616.8,0.0700,0.86,289.1,199.1,10.5
2025-10-01T06:34:00+00:00,1873.9,91.31,362.8,13.94,397.8,18.9,595.9,0.0588,0.92,289.1,199.1,11.7
2025-10-01T06:35:00+00:00,1930.5,92.35,345.9,14.05,400.8,16.3,582.8,0.0664,0.91,289.1,199.1,12.3
2025-10-01T06:36:00+00:00,2009.3,94.04,350.6,13.61,422.5,19.0,654.9,0.0689,0.91,289.1,199.1,12.5
2025-10-01T06:37:00+00:00,1912.1,92.88,343.7,13.76,422.5,18.2,636.9,0.0591,0.94,289.1,199.1,12.4
2025-10-01T06:38:00+00:00,2066.9,93.99,345.3,13.72,429.7,19.8,609.7,0.0596,0.91,289.1,199.1,12.9
2025-10-01T06:39:00+00:00,2244.3,91.75,338.1,13.69,412.3,18.1,666.1,0.0694,0.86,289.1,199.1,13.0
2025-10-01T06:40:00+00:00,1972.4,94.70,363.8,13.80,383.0,18.9,614.2,0.0694,0.86,289.1,199.1,11.9
